,x
8823,Anxiety mounts in the #pharma industry over the impact of a no-deal #Brexit: https://t.co/MXVYumChNh #BrexitScience https://t.co/EskJH99qFT
8824,"Brexit: German car manufacturers coming to the rescue.

BMW could shift production from UK to Austria in event of no deal, board member reveals

https://t.co/FKyLoe0bnx"
8825,@LenMcCluskey Jobs First Brexit!
8826,"New blow to UK car industry as Toyota warns on no-deal Brexit
 https://t.co/NsnJJB6gxQ"
8827,"@JMPSimor He doesn't seem to understand the circuity of his own argument.

'I support Brexit. Brexit makes it economically &amp; logistically untenable for businesses to operate in the UK. Businesses leave for their own good. Jobs are no longer required, so I will whinge.' Return to start..."
8828,"Ah, a smart taxi driver who realises these people from the EU are also his fares. I spoke to one earlier in the week who didn't seem to realise as businesses relocate out of the City, the lost jobs are people, and lost fares. Got angry at the idea stopping Brexit might help him.. https://t.co/4dSiwta7Kk"
8829,"Now, just because these MPs think Brexit should be delivered doesn't mean they'll back the government's deal.

2 are hard Brexiteers who vote with the ERG (Hoey and Stringer)
9 are shadow ministers
Several others want further concessions on workers' rights and customs union"
8830,"@carolecadwalla What’s all this? He doesn’t want another vote, and he seems to be happy to see Brexit covering the land with its low wage, unregulated employment laws. What does he think going to happen???"
8831,"@LenMcCluskey That’s your Brexit bonus right there. Push ahead with this madness and you’ll kiss goodbye to tens of thousands of more jobs. 
Then blame someone else when really you should be taking a long hard look in the mirror."
8832,"UK, EU to cooperate and share information in no deal Brexit: Eiopa, the FCA the PRA and the Bank of England will ‘keep the door open’ for communication https://t.co/feJt20ghbW #Europe #Industry #TaxRegulation #UnitedKingdom https://t.co/RUrqMxQdCN"
8833,"Workers' rights to be protected in UK law after Brexit states PM Press Release: Government commits ""not to reduce the standards of workers’ rights from EU laws retained in UK law""   https://t.co/4UPjwrIV97"
8834,"@Superdry need to get rid of 200 jobs because of dwindling sales.

In unrelated news, the owner of Superdry paid money to try and betray Brexit.

🖕"
8835,"Good news for the die hard Brexiters as - just as they predicted - here comes German industry to demand a ... Oh.

No deal better than uncertainty, says head of German industry | Politics | The Guardian - https://t.co/0M4TIdtYhO"
8836,"Businesses can't stay / invest in Britain if the market conditions don't allow for it.

Brexit comes at the cost of agriculture and manufacturing sectors. Have as many pointless rallies as you like, but *you* Len have cost these people their jobs. https://t.co/jG0mzutgXc"
8837,"Brexit threat to Northern Ireland jobs revealed by civil service chief

https://t.co/zMaOKb5igd"
8838,Why does he prolong our torment? He will ever get my vote. Time to get serious TIG! https://t.co/fMNNOS9Rcc
8839,Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal - Politics live https://t.co/C1Nh8HmiLE
8840,@theresa_may @FitzMP Thanks MP Theresa but since 2010 it has become worse under the conservative leadership! Employers are now doing whatever they can do! people are working as slaves because companies are cutting costs and spreading the work so doing 3 4 people jobs. This will get worse after brexit
8841,@LauraSmithMP @LabourLeft @Honda_UK @BarryGardiner @IanLaveryMP @JoPlattMP @unitetheunion @yyydelilah41 So I guess you’ve changed your mind then Laura. #brexit is not good for car workers 😉
8842,@LenMcCluskey You effectively advocate them losing their jobs by supporting Brexit! Idiot.
8843,"With 2019 now in full-swing, Peter Alderson, managing director at White Oak UK, looks forward to the year ahead and what it may hold for White Oak UK and the alternative finance industry. https://t.co/8Tfn4dEOQa
#business #finance #economy #brexit #alternativefinance https://t.co/KgUkUIQE2c"
8844,"@MitchBenn @surreyhillock1 This is such a feeble, indignant bleat! We workers won't be treated this way? Then oppose brexit, Mr McLuskey!"
8845,"@LenMcCluskey They said, if you support Brexit they would reluctantly have to consider moving.

You backed Brexit.

They moved.

-------

It's you that shouldn't treat British workers this way."
8846,"@LenMcCluskey Well, you go right ahead and secure Brexit. Then see what happens to workers' rights."
8847,"Is ""theybe"" a more or less stupid idea than a jobs-first Brexit? https://t.co/Fm5zo8voDp"
8848,"And we were told Brexit was going to be beneficial for the NHS... the £350m is the probable savings from 51,000 unfilled nursing jobs. https://t.co/O6iJURqJIB"
8849,"Reducing tariffs to zero, in a no deal Brexit, *will* cost jobs. https://t.co/JEgZDdMS35"
8850,Parliament provides an update on the protection of workers' rights after #Brexit : https://t.co/AGiYONClgb
8851,5 ways the #Grocery industry can mitigate the impact of #nodeal #Brexit @fdnetworkuk #foodanddrink https://t.co/DVyv1SzwaQ https://t.co/N0OaZFPP4V
8852,"Congratulations to @OnnMel @CarolineFlintMP @JohnMannMP @gareth_snell @RLong_Bailey and other @UKLabour MPs who have secured this important Labour gain, putting guarantees on workers’ rights into law. #Brexit https://t.co/jjEzwBogkR"
8853,".@RLong_Bailey thanks Secretary of State for engaging in talks with her, MPs and  trade unions on workers rights and praises @OnnMel @CarolineFlintMP @JohnMannMP and @gareth_snell “who have unrelentingly championed the protection of British workers as we leave the EU” #Brexit https://t.co/TLw0mSsiHp"
8854,Which makes today’s workers rights gain all the more valuable. @RLong_Bailey praised @CarolineFlintMP for having “unrelentingly championed the protection of British workers as we leave the EU” #Brexit https://t.co/s6fNjrp2xB
8855,"I guess you missed @CarolineFlintMP talking about negotiating guarantees on workers rights, health &amp; safety and environmental standards...and about guaranteed rights for EU citizens; the transition period (to give certainty to businesses). Missed quite a lot really. #Brexit https://t.co/Bh6ho8FtjS"
8856,.@CarolineFlintMP welcomes plan to enshrine workers rights into law and seeks assurance that all EU proposals on workers rights will be consulted on. #Brexit https://t.co/pxmK7KwjSE
8857,"@Stuart_the_brit @fleetstreetfox @jimmynthompson That's less than what this UKIP and Vote Leave donar who helped set up Ress Moggs investment management company made in 4 hours after betting the £ would slump after the Brexit vote.

But yes, clearly not ""elites"". https://t.co/VOtsMN3O0D"
8858,"@Stuart_the_brit @fleetstreetfox @jimmynthompson I'll make it simple.
One of these is ""The Establishment"" the other is an established company. https://t.co/VppunEJPoF"
8859,"@tobyhayman77 @lorri29959 @MJames88711031 @LBC @mrjamesob Another company saying nothing to do with Brexit, don't debate it with me take it up with them"
8860,"After decades of blaming every marginalised group that they could possibly find, it's getting more and more obvious that the Tories are the ones taking people's jobs.

Lib Dems will stand up for everyone's income security: the Brexit parties will just keep letting it slip away. https://t.co/SKANs6TbPL"
8861,@LenMcCluskey Brexit means Brexshit Len never mind workers jobs.
8862,"@BBCNews @bbclaurak Why arent the BBC reporting on the current delays in Calais and Dunkirk to Lorries crossing into UK. Due to Protests by the French regarding no deal Brexit, this has been ongoing for 3 days and is starting to have an impact on industry here in the UK. Of course all EU's fault."
8863,Theresa May accused of fresh Brexit 'bribe' over workers' rights pledge https://t.co/Pe0e9Br5c6
8864,"Theresa May in workers’ rights pledge to win Brexit deal support
https://t.co/AFFweIyNn6"
8865,Long delays in Calais as customs workers protest over Brexit workload https://t.co/SYRwjBp9Ny
8866,Theresa May in workers’ rights pledge to win Brexit deal support https://t.co/JdC0wH60Th
8867,"Long delays in Calais as customs workers protest over Brexit workload
https://t.co/qOCqXr92kC"
8868,"Does anyone know how many jobs Brexit has killed so far? In Quebec there has been zero inward investment since their UDI referendums decades ago. Even if we now Vote to remain, the damage is now permanent &amp; irreversible."
8869,"@LenMcCluskey And while you are there why not a demo at Nissan, JLR, Toyota and BMW to explain to the workers that their disappearing jobs are nothing to do with your support for Brexit?"
8870,"@LenMcCluskey Treated this way by who?  If the factory closes - Brexit related or not, the jobs go - what other outcome is there?  You want to pay people to not make cars?"
8871,"We need to exterminate politics as a career. Term limits!
Also, disband the ATF, NSA, EU, and UN!
Repeal the National Firearms Act and all gun control!
#MAGA #Brexit #GamerGate #SpyGate #Corruption #Freedom #DeclarationOfIndependence #Liberty #freetommy #FreeSpeech #CivilRights https://t.co/F5GsXwuR9H"
8872,"@Antscif @lorri29959 @MJames88711031 @LBC @mrjamesob whether they did it entirely because of Brexit or not, they still did it and ""coincidentally"" retain access to the single market as a result...it might only be 2 jobs now but it's more symbolic of their future direction and I'd bet my house that won't lead to more UK jobs"
8873,@Antscif @lorri29959 @MJames88711031 @LBC @mrjamesob so a British company relocating to Asia and therefore retaining access to the single market is nothing to do with Brexit and all to do with emerging Asian economies despite a huge selling point of the leave campaign being that by leaving we could open up these markets to the UK!?
8874,"@FormulaSmith @ProfBrianCox How would it benefit german industry to keep the UK out of the single market, post-brexit? It wouldn’t. It would more likely result in my scenario above. Hence, I bet there will be a deal. The ”best” reason for M &amp; K-K to not make a deal, is to make the UK a warning to others.."
8875,"""There's nothing to stop a future government tearing up this legislation"" says O'Grady(TUC)  ""MPs must not be taken in by this blatant window dressing.Our hard-won rights are still under threat."" MPs promised vote on changes to workers' rights after Brexit https://t.co/LRRTZsgc7x"
8876,@tonymc39 This from the man who is working to ensure Brexit happens - regardless of what it does to 'his' members employment.
8877,"""I don't trust Tories on workers' rights"" - then why the hell are you trusting their assurances on Brexit?! https://t.co/KEK2maYLpC"
8878,MPs offered vote on adopting future EU employment law after Brexit https://t.co/XhQhYqFNBN
8879,"@jeremycorbyn It isn't this Gov'ts Brexit Policy,  it is Brexit full stop. Any form of Brexit is harmful and damaging to the UK economy and jobs will go. You should have fought against it from the start."
8880,@aarwynne You've got a great career in politics to look forward to as you are as clueless as most of them involved in brexit. Speak to you 20 years down the line when your involved in expense fraud and 2nd home tax evasion like some of your predecessors.
8881,Brexit has always been a farce with the elite feeding misinformation to the populace. But it goes beyond farce if the tories think ANYONE will believe they will protect workers rights.😂😂😂😂. The party of Zero hrs and zero rights.
8882,"@AarundhChauhan @smitaprakash As @BDUTT &amp; @sardesairajdeep 😂😂 as both made their career out of a ""single man""(u both shud thank him) saying he is a mass murderer
Thank god u both didn't criticize people of Britain after they voted for #Brexit 😂😂 
hope voting machines perform as u expect in LS 19 polls😂😂"
8883,@LenMcCluskey If you get your way on brexit there will be 3 million less workers to worry about.
8884,"@gratott @LenMcCluskey The reasons people voted Brexit are many and various. I'm pro union and pro-protest, but if Brexit was indeed 'sticking two fingers up at the rich boys', then it's proved a tragically counterproductive form of protest for Swindon and the Honda workers."
8885,#Conservative record on employment rights is poor and the #Government offer goes nowhere near far enough to provide the protections we would need to support the Withdrawal Agreement as currently drafted #Brexit https://t.co/qSOHAmyBMY
8886,"This is why Rees Mogg, owner of investment fund business, wants Brexit? Registered in Ireland to avoid immediate fall out. Deregulated, lowest paid, zero hours, share holder bonus, vulture capitalist sell offs, off shore tax haven UK. Why do workers? #StopBrexitSaveBritain https://t.co/sd46FQpL6C"
8887,"A new customs system resulting from Brexit will create 400 jobs at the end of March. 
https://t.co/6qHpqGXxcd"
8888,"According to @ConstructionEnq, the #construction sector is set to create 168,500 new jobs over the next five years: https://t.co/qTzmD1b834"
8889,"Sterling could rise as high as 1.40-1.45 against the U.S. dollar next week if no-deal Brexit is avoided, says Oliver Brennan, senior macro strategist at investment research company TS Lombard. This would happen... https://t.co/iMm3IHwMuP"
8890,"The #Tories have consistently attacked and undermined workers’ rights, wrecked public services and driven down wages. We should have no trust or confidence in them whatsoever on these matters. #WorkersRights
https://t.co/3d4vtXGnVt"
8891,Parliament will be able to vote on whether any EU laws that strengthen workers' rights should be adopted in the UK after Brexit https://t.co/EGpsYO8B3q #Brexit #UKemplaw #employmentlaw
8892,"Brexit: The words of Lord Adonis, Labour peer + ex-minister, speaking at recent Chipping Barnet for EU meeting might resonate: ""The best alternative arrangement to #TheresaMay's Brexit deal, #Irish Backstop + protecting British jobs is to stay in the #EU.""
https://t.co/YF9fcL1ieb"
8893,"#Fed Reserve Chair Jerome Powell says #US #economy ""In A Good Place"" despite ""crosscurrents + conflicting signals"" seen in other major economies. #FOMC will be patient on rate hikes @Forbes #FederalReserve #employment #growth #China #Brexit #trade
https://t.co/GTWuqDmBTS"
8894,"This is how next week’s Brexit votes will affect the UK economy, jobs and wages https://t.co/OsJVpC4INv"
8895,#Government assurances on post-#Brexit employment rights are meaningless says #Usdaw https://t.co/5pOH9dKkfF
8896,"Brexit has put into stark relief how toxic this current parliament is.  
You are right - fight to the death because we are being betrayed &amp; it's a choice between a dictatorship or getting people elected to represent us to do their fucking jobs. https://t.co/vnEUxKrYQw"
8897,"@alamode0309 @Freedland I'm not sure Salisbury, PIP appeals or Syrians drowning in the Med are Brexit-related?  The employees at the likes of Honda still have jobs, food and medicine are still readily available, Brexit hasn't affected most people yet but the storm clouds are gathering."
8898,Workers pay price for Brexit chaos as firms axe thousands of staff | London Evening Standard https://t.co/0RFzUyLBHB
8899,This man is totally deluded.  What on earth does he think he is doing?  He wanted Brexit and he -and the Honda workers he purports to represent- will get it good and hard. https://t.co/aR7EJBkYg9
8900,#Brexit demands imminent developments in the employment law. Loughlin Deegan discusses the impact at #CIPDStudentConf @cipdireland https://t.co/PClAGnFPQF
8901,No wonder I'm feeling hungry today. Just found out that French customs in 3rd day go slow and no food is coming in. So clearly as with #BrExit a slight delay means we all starve and have no jobs either to pay for none existent food as all the JIT car factories have closed #Liars
8902,"@DavidLammy @englishjungle1 Workers who supported Brexit sleepwalked into loss of rights &amp; in many cases their jobs. 
All at the mercy of the Tory party, who they probably have never voted for.
Can anyone make sense of this?
#PeoplesVote"
8903,"New blow to UK car industry as Toyota warns on no-deal Brexit
Building new models in UK will be ‘extremely complicated’
https://t.co/FaLlHh9ScS"
8904,"Workers who supported Brexit sleepwalked into loss of rights &amp; in many cases their jobs. 
All at the mercy of the Tory party, who they probably have never voted for.
Can anyone make sense of this?
#PeoplesVote https://t.co/Qtq7wcBS1T"
8905,"@LenMcCluskey Oh Len. You can't claim to support British workers whilst simultaneously supporting the reason for their treatment. To support brexit is to support mass layoffs. 
And this is just the start of it."
8906,"@LenMcCluskey You're pretty intimidating. You know what would be more persuasive? Not pushing for policies like Brexit that drive companies away. You are treating UK workers this way, Len. You are."
8907,"@AdamParsons1 @JuliaHB1 I mind. She's a bigot and a demagogue. If that's what she thinks she needs to do to have a career in entertainment or politics or journalism, then maybe she should choose another career. I hear that after Brexit we could use more nurses, care workers, and fruit pickers."
8908,"@UKisTired I've given up wasting my time trying to convince idiots. People will have changed their minds when their jobs are lost (or jobs of their friends), or when they see a Brexit that wasn't what they voted for. That's all it takes. The margin was thin. The rest of you...no interest."
8909,"With less than four weeks to go before the UK is due to leave the #EU on 29th March 2019, the CPA urges members to prepare for #Brexit. Read more on the @CPA_Planthire website at https://t.co/zdSxUdgh1t"
8910,"@StevePeers And certain influential Tories have signalled their intent re workers’ rights
https://t.co/vfgAysLkys"
8911,"@carlgardner @CarolineFlintMP Certain influential Tory MPs have already signalled their intent re workers’ rights post Brexit 
https://t.co/vfgAysLkys"
8912,"@EmporersNewC @CarolineFlintMP I’m just glad certain influential Tory MPs are committed to maintaining existing rights or better

https://t.co/vfgAysLkys"
8913,MPs offered vote on adopting future EU employment law after Brexit https://t.co/DMGJvRGB1M #peoplemanagement
8914,"Len McCluskey's job is to protect workers
Len McCluskey supports Brexit despite evidence of job losses
Len McCluskey against 2nd EU ref despite growing evidence of job losses
Jobs lost because of Brexit
Len McCluskey grabs loud hailer and blames everyone else
Don't be like Len! https://t.co/Jb4voZE39M"
8915,"Talking about Brexit @FrancesOGrady calls upon the Prime Minister to listen...""workers rights are not for sale!"" #TUCWomen https://t.co/wPQQYTmltX"
8916,"@theresa_may @FitzMP @michaelgove @EmmanuelMacron @jeremycorbyn Brexit is about bringing an end to the drudgery of soul destroying, shit paid, profit driven, consumer driven, unsustainable, warehouse jobs that destroy the natural basis of our survival.

More National Democracy is the opportunity to change that. 

#VivalaBrexit
#GiletsJaunes"
8917,@theresa_may @FitzMP @michaelgove @EmmanuelMacron That means #Brexit and #GiletsJaunes is about no more crap jobs. Populism is a revolt against shit drudgery work that makes you loads of money which then you spend destroying the natural basis of our survival.
8918,"@CR5Nick @LBC @mrjamesob Brexit has actually increased listening audiences for James's lbc slot. He has personally done well so not he is not worried about his job, he's worried about other people's jobs and the country hence him talking about the issue."
8919,Frances O'Grady: Theresa May's Brexit promises on workers' rights are worthless - Mirror Online https://t.co/IztIVynm8p
8920,"@LenMcCluskey Brexit is hurting workers.

You support Brexit.

Welcome to the excrement meeting the air propulsion system, kitten."
8921,@SkyNewsBiz Slashing tariffs in this way is what 'economists for brexit' advocated. The consequence of which would be the end of British industry. I don't remember hearing about this in the referendum! https://t.co/E4zUPPLsMy
8922,"It would be better if the #Government supported #British farms more with money saved by cutting foreign aid, in order for UK #farmers to be able to pay proper living wages to #UK workers. 
#Brexit

#Bluehand https://t.co/RimyGh7PNl"
8923,"THESE British workers are being treated this way because of Brexit.
You support Brexit.
You oppose attempts to avert Brexit. 

So why don’t you just go home, put your slippers on and make yourself a nice hot cup of shut the fuck up.
#RevokeArticle50 https://t.co/arxnvLed87"
8924,A no-deal Brexit puts thousands of British jobs at risk and will disproportionately hurt weaker regions https://t.co/X4REbtTBRm via @ConversationUK
8925,UK economy close to stalling amid Brexit uncertainty https://t.co/0b6ojHrtA9
8926,"With news of MPs being promised a vote about changes to workers’ rights after #Brexit, you can find out more info &amp; advice about current #EmploymentLaw &amp; #EmploymentRights here: https://t.co/WpvnLCoQmD #WednesdayWisdom https://t.co/om4cHaxvmu"
8927,"Man who votes for British workers to be treated this way, send message that British workers won’t be treated this way. 

This is Brexit. https://t.co/6toweCtLy5"
8928,"@PhotoLawn @gavinesler @rogerkb2012 The reason for both is similar.

As with Brexit, that this government wants to steal our workers, enviro and movement rights, this government wants knife crime to spiral out of control so that it can justify draconian rollback of civil rights."
8929,"Hey guys, remember when all those KFCs closed cos they hired a new company that had no idea how to deliver all that chicken?
Also, can you guess which company the Tories decided should handle emergency medical deliveries in the event of a no-deal Brexit?
Ok guys have a great day! https://t.co/6uw6q6E4N6"
8930,"""#Libertarian right?"" No, because the #tories have lost their libertarian roots: https://t.co/2uVGuG9GqV #libertarianism #brexit #brexitdeal #labour #uk #unitedkingdom"
8931,"Patronising and dismissive tone from Greg Clark towards @LouHaigh who expresses scepticism about the Tories’ assertions that worker’s rights won’t be watered down after Brexit, in spite of the fact that the Tories + Lib Dems introduced the cruel Employment Tribunal Fees!"
8932,"Is a “jobs first Brexit” one where jobs will be the first thing to go?
Just asking for a friend. #Brexit"
8933,@labourleave You guys really need to research what WTO rules means. It defeiniteky doesn’t mean a “Jobs first Brexit”
8934,"In Government statement on workers rights and Brexit.

Business Secretary just confirmed intention to re-introduce employment tribunal fees, which massively discriminated against women.

We know we can never trust the Tories on workers rights."
8935,"https://t.co/YUU3zCRf6l The point of leaving the EU, according to Greg Clark, is to make it possible to erode workers' rights? Thanks for the clarification. FFS."
8936,@theresa_may @FitzMP Its just another bribe Theresa.  https://t.co/bYlKdqDKIZ
8937,"Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal

Corbyn will get into bed with the devil rather than let Brexit slip out of his hands with a peoples vote

He wants Brexit to be so bad
The nation would vote for his Marxist delusions 

https://t.co/hU92y1eqrl"
8938,"24 days left until Britain’s departure from EU, automotive industry’s most senior figures offered a bleak assessment for 850,000 people's livelihoods.

The true face of incompetent Tory Brexit not the unicorn £350,000.000 weekly to the NHS Brexit 

https://t.co/iZb2nZUcDR"
8939,Elizabeth Kuiper of @efpia briefs Communications Community on implications of #brexit to originator pharma industry https://t.co/zPMxHUsQ2P
8940,Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal - Politics live - The Guardian https://t.co/TaVJOASAxT
8941,"""It estimates these changes for skilled workers could result in an 80 per cent reduction in inflows of long-term workers from the EU and the European Economic Area.""

#brexit

https://t.co/IIXNwH2Wrb"
8942,@notoliverbutler @SkyNews I guess Bugatti will save the UK and none of the other companies where people will lose their jobs won’t happen. One company that breaks even before brexit. Wake up 🙄
8943,"Our monthly industry enews is out! Have a wee read about the future of tourism, our 50th anniversary, help with Brexit &amp; more... https://t.co/Uhg60AZs0g If you don't receive it already, why not?! You can sign up via https://t.co/HjXLJWU2kb @VisitScotNews #TapIntoTourism  #VSFifty https://t.co/bIoRwkT8ZS"
8944,Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal - Politics live - https://t.co/OaQ0R6OF18 #GoogleAlerts
8945,@PhilColeLabour @CarolineFlintMP Shameless! Thankfully not every Labour MP can be bought off so easily to support a Tory Brexit. Remind me what @FrancesOGrady thinks about the future protection of workers rights? Flint campaigned for Remain and now cheerleads a Brexit that will cost her constituents their jobs
8946,@LenMcCluskey Solution - tell the workers to support a #PeoplesVote  and stop Brexit.
8947,"Theresa May's promises on workers' rights are totally worthless, says TUC boss https://t.co/9HSWrNduQe"
8948,"Welsh meat industry to face a huge problem without immigration systems allowing recruitment of enough workers and vets from EU countries after Brexit, says @HybuCigCymru

https://t.co/v0D48coNs0"
8949,'Theresa May's commitment to protect workers' post-Brexit rights makes her deal supportable' – Labour's @FitzMP blogs https://t.co/tvWC7noWHY
8950,Business Secretary Greg Clark admits no-deal Brexit tariffs plan has 'big implications' for industry https://t.co/TuMYN6UzgB
8951,'Theresa May's guarantee to protect workers' post-Brexit rights makes her deal supportable' – Labour's @FitzMP blogs https://t.co/fnrOyldcQD
8952,EXCLUSIVE: Boost for May's Brexit deal as workers' rights plan backed by Labour MP and ex-minister Jim Fitzpatrick https://t.co/mz6HefdFJe
8953,@LenMcCluskey Maybe stop supporting Brexit. That's the best way to protect jobs.
8954,"I wouldn't worry about these Nissan rumours - they will have nothing to do with Brexit, it'll all be about Diesel and changed in the industry. Nothing to see here 😂"
8955,Those #brexiters who dismissed concerns about deregulation and losing #WorkersRights should watch current debate on workers rights after #brexit. #Tories can't wait to  do it - and we haven't left yet . You watching @LenMcCluskey ?
8956,"Last thing UK needs is another ""simples solution"" to a complex issue and international trade is very complex. Slashing tariffs means destroying UK jobs but hiking them means price inflation. Tariffs must be balanced and optimizing them is tricky. https://t.co/o6yuPfvlFc #Brexit"
8957,"@LenMcCluskey Are you for real? It is your beloved Brexit that has caused this. If you want to keep jobs, then oppose brexit. It’s as simple as that."
8958,"@LenMcCluskey Wtf are you on about? If you want to save jobs, then oppose brexit. It’s that simple. Otherwise, you’re just being a hard-lefty, hypocritical, gobshite."
8959,"@elefantmans @GeorgeSmid @matoxley Misleading? Your car industry and financial sectors are almost wiped out because of Brexit. Why don’t you take a look at the whole picture instead. You paid to EU, yes! But you also got back by just being a member."
8960,@FrancesOGrady Please tell that to @FitzMP https://t.co/XDe7NqIaN8
8961,"@SkyNews And they say the UK's car manufacturing industry will suffer under Brexit! Well, REMOANERS! Someone's just brought a BRITISH Bugatti for £10m, with no doubt more to be sold!"
8962,@peskyRussKi @RealBristolBoy @BBCNewsnight @BBCTwo @nicholaswatt @Keir_Starmer And again. You are laughing at people losing their Jobs... For what benefit? Please tell us how it will be better after brexit?
8963,@peskyRussKi @RealBristolBoy @BBCNewsnight @BBCTwo @nicholaswatt @Keir_Starmer GSK cut 200 members of staff in May 18. After telling them in 2017 that Brexit won't affect jobs.
8964,"@peskyRussKi @RealBristolBoy @BBCNewsnight @BBCTwo @nicholaswatt @Keir_Starmer Come on EVIDENCE!. Keep up with the conversation. You are not making any sense at all. You have said that a few 1000 jobs lost are worth it for Brexit. Those people who have lost their job were told by the Leave campaign ""No downside just significant upside"" Jobless is good huh?"
8965,@peskyRussKi @RealBristolBoy @BBCNewsnight @BBCTwo @nicholaswatt @Keir_Starmer You really think that 400 jobs being lost is something to laugh about? And if this comes to fruition That is 400 families in the northeast who is likely to lose their main income. So much for Brexit is going to be good for us.
8966,"The bonus payment will be delivered in April 2020 to farmers who are ""fully invested"" in the company #teamdairy
https://t.co/K9qxR9P25B"
8967,"It doesn't get any better in the UK Brexit department, either. 
Days left and May ended her speech with ""Simples"", inspired by an insurance company advert with a Meerkat mascot.
Idiots running the countries, we're doomed. 

https://t.co/OcxCsqtUwN"
8968,@LenMcCluskey @LenMcCluskey .. its called brexit my friend... where it hits hardest is the workers with least.. not the champagne socialists that's for sure
8969,Brexit: Corbyn to meet Tory MPs backing 'Norway plus' proposal - Politics live https://t.co/G613mvXnmT
8970,Theresa May accused of ‘empty rhetoric’ on workers’ rights to win support for Brexit deal https://t.co/IeFXVms7P7
8971,"The logistics industry sees emerging markets growing at a healthy 5% pace in 2019, but a surprising percentage of executives are bracing for a crisis amid U.S.-China trade friction, interest rate and currency volatility, and Brexit uncertainty. https://t.co/YA9QK4VNNP https://t.co/C2G5Dcitb6"
8972,MPs promised vote on post-Brexit workers' rights changes https://t.co/jecPG0r1Lx
8973,MPs offered vote on adopting future EU employment law after Brexit https://t.co/pfImc7Yh2i #peoplemanagement
8974,@ukhomeoffice How ridiculously ironic - brexit supporters are always complaining that EU migrant workers are offered jobs ahead of born and bred UKites . . . no change there then except those vacancies are now being offered to NON EU migrant workers !!
8975,"@PaulReadGB @jojojoheeley @C1Christine @MaraudingWinger @Anna_Soubry @ITV Vauxhall has announced no further investment at its Ellesmere Port plant until the outcome of Brexit has been decided. The news comes after a string of setbacks for the British car industry 
https://t.co/9HUnGVnsdy"
8976,"@mpl1spalding @Anna_Soubry @ITV If those brexit voting oap's were still in the workplace and their jobs depended on trading with the EU, they would definitely not vote to brexit. Therefore they should be less selfish and consider those people in work who rely on EU trading of which there are several million."
8977,"In fresh blow to U.K. auto industry as Brexit looms, Nissan may cut up to 400 jobs at Sunderland plant | The Japan Times https://t.co/U5ZKkIc3FZ"
8978,"Greg Clark, the business secretary, explains that if the government agreed with TUC and Labour that the UK automatically matches new EU rules that boost workers’ rights, there would be no point leaving the EU. Thank you Greg Clark. Now Brexit makes sense."
8979,"@LenMcCluskey This is incredibly dumb. If you want to save those jobs, you know what to do. 

There is NO jobs-first Brexit."
8980,"@carolecadwalla What can he or the british worker do in this case?

Nothing. Except, perhaps, stopping #Brexit and reaply humbly at their mother companies.

@LenMcCluskey tries to give back some of the dignity to british workers that he stole by supporting #Brexit. The comfort won't last long."
8981,"@StAndrews68 @mikeymike1 @Nigel_Farage It was rather not an idea or suggestion just a description what likely would have happenedif Farage and his job killers parade through Swindon or other workingclass areas, who's jobs he just killed with his #Brexit."
8982,"@Femi_Sorry I thought #Brexit was a project against the elites? Now it seems to be a project against workers and the middle class by financial Elites.

Why am I not surprised?

Kind regards,
Your's #ProjectToldYouSo"
8983,"See comrades, witness how the Tory party view the working class. They will take us back to the dark times of employment where you're too scared to go toilet out of fear of reprimand. Like or dislike Labours Brexit proposal at least it's sensible &amp; protects workers rights. https://t.co/witPyW3WlB"
8984,"@CarolineFlintMP Indications are that #Brexit is being implemented by a rightwing government that doesn't give a damn about workers' rights, and which is in thrall to the most doctrinaire laissez-faire neoliberals since the Victorian era. That is *current reality*, you total embarrassment."
8985,Checking out this from @recruitmentuk - The recruitment industry is struggling to set adequate contingency plans for Brexit -https://t.co/iZGjP2Sk9T
8986,Brexit warning from incoming Airbus CEO Guillaume Faury. He  tells POLITICO that suppliers need to have a one-month stockpile ahead of Brexit and that the company will evaluate the long-term impact of Brexit before deciding the future of its British factories.
8987,"@LenMcCluskey Ah! Brexit eh?Who knew the Japanese were serious when they said they chose the UK b/c it was sold as a stable/reliable gateway to the large, wealthy&amp;important EU market place?
I thought you were supposed to be about protecting well paid, secure employment for people. Clearly not!"
8988,"@WilOfTheKremlin @MikeStuchbery_ Whichever way this Brexit debacle goes I reckon he'll get his chance @ a bit of civil unrest. He&amp;his ilk will be on the streets if there's no Brexit. They'll also be on the streets causing mayhem if Brexit goes ahead &amp; food, meds, jobs &amp; fuel are all harder to come by as a result"
8989,"@gissit @ademajor @PeterTdC @Jacob_Rees_Mogg No, it is an opinion. An Informed opinion. A prediction if you prefer. But when the ONE brexiteer economist gives his opinion that Brexit will annihilate the manufacturing industry, didn't you listen and think; that's not actually a good thing ??"
8990,"What a tired old trope ""greedy bosses"": McCluskey has supported Brexit and brought the employers to an untenable situation. The employers will lose money and overall profitability. They will not be able to pay their workers' wages. https://t.co/6mRPIuygr3"
